project_id,record_type,canonical_path,primary_external_ref_id,all_external_ref_ids,source_ids,rights_status,review_status,updated_at
obs-insc-cw-cand-000157,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/157_obs-insc-cw-cand-000157_cam-hopkins-cw-000157_crosswalk-candidate,cam-hopkins-cw-000157,cam-hopkins-crosswalk-000157;y906;23;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000158,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/158_obs-insc-cw-cand-000158_cam-hopkins-cw-000158_crosswalk-candidate,cam-hopkins-cw-000158,cam-hopkins-crosswalk-000158;y939;A9;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000159,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/159_obs-insc-cw-cand-000159_cam-hopkins-cw-000159_crosswalk-candidate,cam-hopkins-cw-000159,cam-hopkins-crosswalk-000159;y943;224;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000160,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/160_obs-insc-cw-cand-000160_cam-hopkins-cw-000160_crosswalk-candidate,cam-hopkins-cw-000160,cam-hopkins-crosswalk-000160;y945;90;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000161,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/161_obs-insc-cw-cand-000161_cam-hopkins-cw-000161_crosswalk-candidate,cam-hopkins-cw-000161,cam-hopkins-crosswalk-000161;y954;233;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000162,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/162_obs-insc-cw-cand-000162_cam-hopkins-cw-000162_crosswalk-candidate,cam-hopkins-cw-000162,cam-hopkins-crosswalk-000162;y956;234;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000163,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/163_obs-insc-cw-cand-000163_cam-hopkins-cw-000163_crosswalk-candidate,cam-hopkins-cw-000163,cam-hopkins-crosswalk-000163;y967;87;626;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000164,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/164_obs-insc-cw-cand-000164_cam-hopkins-cw-000164_crosswalk-candidate,cam-hopkins-cw-000164,cam-hopkins-crosswalk-000164;y996;9;638;40429,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000165,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/165_obs-insc-cw-cand-000165_cam-hopkins-cw-000165_crosswalk-candidate,cam-hopkins-cw-000165,cam-hopkins-crosswalk-000165;y997;16;483;40297,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000166,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/166_obs-insc-cw-cand-000166_cam-hopkins-cw-000166_crosswalk-candidate,cam-hopkins-cw-000166,cam-hopkins-crosswalk-000166;y1002;7;350;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000167,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/167_obs-insc-cw-cand-000167_cam-hopkins-cw-000167_crosswalk-candidate,cam-hopkins-cw-000167,cam-hopkins-crosswalk-000167;y1004;18;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000168,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/168_obs-insc-cw-cand-000168_cam-hopkins-cw-000168_crosswalk-candidate,cam-hopkins-cw-000168,cam-hopkins-crosswalk-000168;y1007;17;644;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000169,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/169_obs-insc-cw-cand-000169_cam-hopkins-cw-000169_crosswalk-candidate,cam-hopkins-cw-000169,cam-hopkins-crosswalk-000169;y1011;4;474;40302,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000170,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/170_obs-insc-cw-cand-000170_cam-hopkins-cw-000170_crosswalk-candidate,cam-hopkins-cw-000170,cam-hopkins-crosswalk-000170;y1013;587;208;41605,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000171,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/171_obs-insc-cw-cand-000171_cam-hopkins-cw-000171_crosswalk-candidate,cam-hopkins-cw-000171,cam-hopkins-crosswalk-000171;y1014;11;341;40783,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000172,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/172_obs-insc-cw-cand-000172_cam-hopkins-cw-000172_crosswalk-candidate,cam-hopkins-cw-000172,cam-hopkins-crosswalk-000172;y1015;3;695;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000173,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/173_obs-insc-cw-cand-000173_cam-hopkins-cw-000173_crosswalk-candidate,cam-hopkins-cw-000173,cam-hopkins-crosswalk-000173;y1017;597;475;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000174,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/174_obs-insc-cw-cand-000174_cam-hopkins-cw-000174_crosswalk-candidate,cam-hopkins-cw-000174,cam-hopkins-crosswalk-000174;y1022;5;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000175,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/175_obs-insc-cw-cand-000175_cam-hopkins-cw-000175_crosswalk-candidate,cam-hopkins-cw-000175,cam-hopkins-crosswalk-000175;y1039;183;467;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000176,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/176_obs-insc-cw-cand-000176_cam-hopkins-cw-000176_crosswalk-candidate,cam-hopkins-cw-000176,cam-hopkins-crosswalk-000176;y1042;6;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000177,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/177_obs-insc-cw-cand-000177_cam-hopkins-cw-000177_crosswalk-candidate,cam-hopkins-cw-000177,cam-hopkins-crosswalk-000177;y1045;A6;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000178,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/178_obs-insc-cw-cand-000178_cam-hopkins-cw-000178_crosswalk-candidate,cam-hopkins-cw-000178,cam-hopkins-crosswalk-000178;y1078;26;593;40329,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000179,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/179_obs-insc-cw-cand-000179_cam-hopkins-cw-000179_crosswalk-candidate,cam-hopkins-cw-000179,cam-hopkins-crosswalk-000179;y1080;25;654;40328,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000180,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/180_obs-insc-cw-cand-000180_cam-hopkins-cw-000180_crosswalk-candidate,cam-hopkins-cw-000180,cam-hopkins-crosswalk-000180;y1097;236;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000181,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/181_obs-insc-cw-cand-000181_cam-hopkins-cw-000181_crosswalk-candidate,cam-hopkins-cw-000181,cam-hopkins-crosswalk-000181;y1105;150;611;40353,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000182,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/182_obs-insc-cw-cand-000182_cam-hopkins-cw-000182_crosswalk-candidate,cam-hopkins-cw-000182,cam-hopkins-crosswalk-000182;y1106;196;696;40352,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000183,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/183_obs-insc-cw-cand-000183_cam-hopkins-cw-000183_crosswalk-candidate,cam-hopkins-cw-000183,cam-hopkins-crosswalk-000183;y1116;143;636;40359,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000184,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/184_obs-insc-cw-cand-000184_cam-hopkins-cw-000184_crosswalk-candidate,cam-hopkins-cw-000184,cam-hopkins-crosswalk-000184;y1125;175;614;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000185,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/185_obs-insc-cw-cand-000185_cam-hopkins-cw-000185_crosswalk-candidate,cam-hopkins-cw-000185,cam-hopkins-crosswalk-000185;y1133;153;496;39912,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000186,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/186_obs-insc-cw-cand-000186_cam-hopkins-cw-000186_crosswalk-candidate,cam-hopkins-cw-000186,cam-hopkins-crosswalk-000186;y1134;32;610;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000187,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/187_obs-insc-cw-cand-000187_cam-hopkins-cw-000187_crosswalk-candidate,cam-hopkins-cw-000187,cam-hopkins-crosswalk-000187;y1149;12;461;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000188,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/188_obs-insc-cw-cand-000188_cam-hopkins-cw-000188_crosswalk-candidate,cam-hopkins-cw-000188,cam-hopkins-crosswalk-000188;y1151;38;406;40417,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000189,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/189_obs-insc-cw-cand-000189_cam-hopkins-cw-000189_crosswalk-candidate,cam-hopkins-cw-000189,cam-hopkins-crosswalk-000189;y1152;132;595;40416,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000190,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/190_obs-insc-cw-cand-000190_cam-hopkins-cw-000190_crosswalk-candidate,cam-hopkins-cw-000190,cam-hopkins-crosswalk-000190;y1160;39;717;40112,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000191,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/191_obs-insc-cw-cand-000191_cam-hopkins-cw-000191_crosswalk-candidate,cam-hopkins-cw-000191,cam-hopkins-crosswalk-000191;y1164;63;352;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000192,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/192_obs-insc-cw-cand-000192_cam-hopkins-cw-000192_crosswalk-candidate,cam-hopkins-cw-000192,cam-hopkins-crosswalk-000192;y1167;176;598;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000193,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/193_obs-insc-cw-cand-000193_cam-hopkins-cw-000193_crosswalk-candidate,cam-hopkins-cw-000193,cam-hopkins-crosswalk-000193;y1170;42;662;39503,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000194,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/194_obs-insc-cw-cand-000194_cam-hopkins-cw-000194_crosswalk-candidate,cam-hopkins-cw-000194,cam-hopkins-crosswalk-000194;y1172;88;405;40441,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000195,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/195_obs-insc-cw-cand-000195_cam-hopkins-cw-000195_crosswalk-candidate,cam-hopkins-cw-000195,cam-hopkins-crosswalk-000195;y1173;37;624;40435,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000196,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/196_obs-insc-cw-cand-000196_cam-hopkins-cw-000196_crosswalk-candidate,cam-hopkins-cw-000196,cam-hopkins-crosswalk-000196;y1175;51;623;40430,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000197,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/197_obs-insc-cw-cand-000197_cam-hopkins-cw-000197_crosswalk-candidate,cam-hopkins-cw-000197,cam-hopkins-crosswalk-000197;y1177;242;449;40437,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000198,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/198_obs-insc-cw-cand-000198_cam-hopkins-cw-000198_crosswalk-candidate,cam-hopkins-cw-000198,cam-hopkins-crosswalk-000198;y1178;49;686;41833,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000199,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/199_obs-insc-cw-cand-000199_cam-hopkins-cw-000199_crosswalk-candidate,cam-hopkins-cw-000199,cam-hopkins-crosswalk-000199;y1179;95;525;39873,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000200,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/002_000101-000200_obs-insc-cw-bucket_crosswalk-candidates/200_obs-insc-cw-cand-000200_cam-hopkins-cw-000200_crosswalk-candidate,cam-hopkins-cw-000200,cam-hopkins-crosswalk-000200;y1180;41;664;40438,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000201,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/201_obs-insc-cw-cand-000201_cam-hopkins-cw-000201_crosswalk-candidate,cam-hopkins-cw-000201,cam-hopkins-crosswalk-000201;y1181;50;640;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000202,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/202_obs-insc-cw-cand-000202_cam-hopkins-cw-000202_crosswalk-candidate,cam-hopkins-cw-000202,cam-hopkins-crosswalk-000202;y1187;122;501;39716,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000203,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/203_obs-insc-cw-cand-000203_cam-hopkins-cw-000203_crosswalk-candidate,cam-hopkins-cw-000203,cam-hopkins-crosswalk-000203;y1194;67;641;39533,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000204,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/204_obs-insc-cw-cand-000204_cam-hopkins-cw-000204_crosswalk-candidate,cam-hopkins-cw-000204,cam-hopkins-crosswalk-000204;y1197;61;632;40451,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000205,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/205_obs-insc-cw-cand-000205_cam-hopkins-cw-000205_crosswalk-candidate,cam-hopkins-cw-000205,cam-hopkins-crosswalk-000205;y1198;187;617;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000206,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/206_obs-insc-cw-cand-000206_cam-hopkins-cw-000206_crosswalk-candidate,cam-hopkins-cw-000206,cam-hopkins-crosswalk-000206;y1204;62;560;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000207,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/207_obs-insc-cw-cand-000207_cam-hopkins-cw-000207_crosswalk-candidate,cam-hopkins-cw-000207,cam-hopkins-crosswalk-000207;y1209;81;734;40452,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000208,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/208_obs-insc-cw-cand-000208_cam-hopkins-cw-000208_crosswalk-candidate,cam-hopkins-cw-000208,cam-hopkins-crosswalk-000208;y1211;482;47;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000209,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/209_obs-insc-cw-cand-000209_cam-hopkins-cw-000209_crosswalk-candidate,cam-hopkins-cw-000209,cam-hopkins-crosswalk-000209;y1228;78;362;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000210,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/210_obs-insc-cw-cand-000210_cam-hopkins-cw-000210_crosswalk-candidate,cam-hopkins-cw-000210,cam-hopkins-crosswalk-000210;y1235;84;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000211,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/211_obs-insc-cw-cand-000211_cam-hopkins-cw-000211_crosswalk-candidate,cam-hopkins-cw-000211,cam-hopkins-crosswalk-000211;y1239;77;515;40447,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000212,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/212_obs-insc-cw-cand-000212_cam-hopkins-cw-000212_crosswalk-candidate,cam-hopkins-cw-000212,cam-hopkins-crosswalk-000212;y1241;182;456;40450,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000213,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/213_obs-insc-cw-cand-000213_cam-hopkins-cw-000213_crosswalk-candidate,cam-hopkins-cw-000213,cam-hopkins-crosswalk-000213;y1245;A13;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000214,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/214_obs-insc-cw-cand-000214_cam-hopkins-cw-000214_crosswalk-candidate,cam-hopkins-cw-000214,cam-hopkins-crosswalk-000214;y1249;85;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000215,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/215_obs-insc-cw-cand-000215_cam-hopkins-cw-000215_crosswalk-candidate,cam-hopkins-cw-000215,cam-hopkins-crosswalk-000215;y1254;220;390;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000216,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/216_obs-insc-cw-cand-000216_cam-hopkins-cw-000216_crosswalk-candidate,cam-hopkins-cw-000216,cam-hopkins-crosswalk-000216;y1256;46;670;40507,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000217,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/217_obs-insc-cw-cand-000217_cam-hopkins-cw-000217_crosswalk-candidate,cam-hopkins-cw-000217,cam-hopkins-crosswalk-000217;y1276;76;490;40521,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000218,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/218_obs-insc-cw-cand-000218_cam-hopkins-cw-000218_crosswalk-candidate,cam-hopkins-cw-000218,cam-hopkins-crosswalk-000218;y1282;22;502;40525,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000219,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/219_obs-insc-cw-cand-000219_cam-hopkins-cw-000219_crosswalk-candidate,cam-hopkins-cw-000219,cam-hopkins-crosswalk-000219;y1288;80;472;40550,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000220,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/220_obs-insc-cw-cand-000220_cam-hopkins-cw-000220_crosswalk-candidate,cam-hopkins-cw-000220,cam-hopkins-crosswalk-000220;y1289;195;***;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000221,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/221_obs-insc-cw-cand-000221_cam-hopkins-cw-000221_crosswalk-candidate,cam-hopkins-cw-000221,cam-hopkins-crosswalk-000221;y1293;454;731;40541,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
obs-insc-cw-cand-000222,inscription_crosswalk_candidate,corpus/002_oracle-bone-inscriptions/003_000201-000300_obs-insc-cw-bucket_crosswalk-candidates/222_obs-insc-cw-cand-000222_cam-hopkins-cw-000222_crosswalk-candidate,cam-hopkins-cw-000222,cam-hopkins-crosswalk-000222;y1300;254;571;*****,src-cambridge-hopkins,metadata_only_until_verified,needs_human_inscription_crosswalk_review,2026-06-21
