review_id,asset_id,reviewer,rights_status_before,rights_status_after,evidence,reviewed_at,notes
asset-rights-review-001645,asset-001645,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001646,asset-001646,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001647,asset-001647,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001648,asset-001648,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001649,asset-001649,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001650,asset-001650,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001651,asset-001651,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001652,asset-001652,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001653,asset-001653,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001654,asset-001654,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001655,asset-001655,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001656,asset-001656,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001657,asset-001657,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001658,asset-001658,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001659,asset-001659,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001660,asset-001660,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001661,asset-001661,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001662,asset-001662,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001663,asset-001663,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001664,asset-001664,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001665,asset-001665,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001666,asset-001666,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001667,asset-001667,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001668,asset-001668,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001669,asset-001669,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001670,asset-001670,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001671,asset-001671,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001672,asset-001672,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001673,asset-001673,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001674,asset-001674,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001675,asset-001675,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001676,asset-001676,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001677,asset-001677,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001678,asset-001678,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001679,asset-001679,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001680,asset-001680,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001681,asset-001681,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001682,asset-001682,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001683,asset-001683,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001684,asset-001684,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001685,asset-001685,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001686,asset-001686,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001687,asset-001687,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001688,asset-001688,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001689,asset-001689,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001690,asset-001690,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001691,asset-001691,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001692,asset-001692,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001693,asset-001693,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001694,asset-001694,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001695,asset-001695,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001696,asset-001696,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001697,asset-001697,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001698,asset-001698,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001699,asset-001699,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001700,asset-001700,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001701,asset-001701,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001702,asset-001702,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001703,asset-001703,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001704,asset-001704,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001705,asset-001705,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001706,asset-001706,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001707,asset-001707,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001708,asset-001708,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001709,asset-001709,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001710,asset-001710,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001711,asset-001711,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001712,asset-001712,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001713,asset-001713,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001714,asset-001714,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001715,asset-001715,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001716,asset-001716,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001717,asset-001717,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001718,asset-001718,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001719,asset-001719,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001720,asset-001720,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001721,asset-001721,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001722,asset-001722,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001723,asset-001723,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001724,asset-001724,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001725,asset-001725,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001726,asset-001726,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001727,asset-001727,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001728,asset-001728,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001729,asset-001729,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001730,asset-001730,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001731,asset-001731,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001732,asset-001732,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001733,asset-001733,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001734,asset-001734,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001735,asset-001735,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001736,asset-001736,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001737,asset-001737,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001738,asset-001738,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001739,asset-001739,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001740,asset-001740,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001741,asset-001741,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001742,asset-001742,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001743,asset-001743,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001744,asset-001744,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-001745,asset-001745,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
