coverage_id,project_id,object_dir,asset_count,local_image_status,observation_path,visual_observation_status,pixel_profile_status,rights_status,review_status,next_human_action
component-visual-observation-00742,obs-comp-cand-000742,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/742_obs-comp-cand-000742_obimd-sub-5n30uigzj6_component-candidate,29,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/742_obs-comp-cand-000742_obimd-sub-5n30uigzj6_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00743,obs-comp-cand-000743,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/743_obs-comp-cand-000743_obimd-sub-wkxzwjhuod_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/743_obs-comp-cand-000743_obimd-sub-wkxzwjhuod_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00744,obs-comp-cand-000744,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/744_obs-comp-cand-000744_obimd-sub-n0bfvspr0d_component-candidate,11,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/744_obs-comp-cand-000744_obimd-sub-n0bfvspr0d_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00745,obs-comp-cand-000745,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/745_obs-comp-cand-000745_obimd-sub-p4m7ph8tz5_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/745_obs-comp-cand-000745_obimd-sub-p4m7ph8tz5_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00746,obs-comp-cand-000746,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/746_obs-comp-cand-000746_obimd-sub-56uvvmej7x_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/746_obs-comp-cand-000746_obimd-sub-56uvvmej7x_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00747,obs-comp-cand-000747,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/747_obs-comp-cand-000747_obimd-sub-ep7qnow4pv_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/747_obs-comp-cand-000747_obimd-sub-ep7qnow4pv_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00748,obs-comp-cand-000748,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/748_obs-comp-cand-000748_obimd-sub-blujwexum1_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/748_obs-comp-cand-000748_obimd-sub-blujwexum1_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00749,obs-comp-cand-000749,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/749_obs-comp-cand-000749_obimd-sub-a675ctdqop_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/749_obs-comp-cand-000749_obimd-sub-a675ctdqop_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00750,obs-comp-cand-000750,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/750_obs-comp-cand-000750_obimd-sub-uho2ds1twg_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/750_obs-comp-cand-000750_obimd-sub-uho2ds1twg_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00751,obs-comp-cand-000751,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/751_obs-comp-cand-000751_obimd-sub-h81pl2i5a6_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/751_obs-comp-cand-000751_obimd-sub-h81pl2i5a6_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00752,obs-comp-cand-000752,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/752_obs-comp-cand-000752_obimd-sub-dufdrlb2h7_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/752_obs-comp-cand-000752_obimd-sub-dufdrlb2h7_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00753,obs-comp-cand-000753,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/753_obs-comp-cand-000753_obimd-sub-27zri73hga_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/753_obs-comp-cand-000753_obimd-sub-27zri73hga_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00754,obs-comp-cand-000754,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/754_obs-comp-cand-000754_obimd-sub-gaf7rmekoj_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/754_obs-comp-cand-000754_obimd-sub-gaf7rmekoj_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00755,obs-comp-cand-000755,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/755_obs-comp-cand-000755_obimd-sub-0vux7erp7z_component-candidate,0,not_found_in_registered_source_package,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/755_obs-comp-cand-000755_obimd-sub-0vux7erp7z_component-candidate/18_material-visual-observation.md,missing_image_route_and_boundary_present,not_applicable,licensed_for_repository,needs_human_component_review,follow source route and resolve the missing image question
component-visual-observation-00756,obs-comp-cand-000756,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/756_obs-comp-cand-000756_obimd-sub-ly975u80wd_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/756_obs-comp-cand-000756_obimd-sub-ly975u80wd_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00757,obs-comp-cand-000757,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/757_obs-comp-cand-000757_obimd-sub-uxd7qgx60f_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/757_obs-comp-cand-000757_obimd-sub-uxd7qgx60f_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00758,obs-comp-cand-000758,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/758_obs-comp-cand-000758_obimd-sub-7nw813njs0_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/758_obs-comp-cand-000758_obimd-sub-7nw813njs0_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00759,obs-comp-cand-000759,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/759_obs-comp-cand-000759_obimd-sub-rxp0h9qzt7_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/759_obs-comp-cand-000759_obimd-sub-rxp0h9qzt7_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00760,obs-comp-cand-000760,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/760_obs-comp-cand-000760_obimd-sub-eo0l82trxl_component-candidate,0,not_found_in_registered_source_package,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/760_obs-comp-cand-000760_obimd-sub-eo0l82trxl_component-candidate/18_material-visual-observation.md,missing_image_route_and_boundary_present,not_applicable,licensed_for_repository,needs_human_component_review,follow source route and resolve the missing image question
component-visual-observation-00761,obs-comp-cand-000761,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/761_obs-comp-cand-000761_obimd-sub-nufbzasiq7_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/761_obs-comp-cand-000761_obimd-sub-nufbzasiq7_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00762,obs-comp-cand-000762,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/762_obs-comp-cand-000762_obimd-sub-dpcoqc8hoy_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/762_obs-comp-cand-000762_obimd-sub-dpcoqc8hoy_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00763,obs-comp-cand-000763,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/763_obs-comp-cand-000763_obimd-sub-ohovbcjeax_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/763_obs-comp-cand-000763_obimd-sub-ohovbcjeax_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00764,obs-comp-cand-000764,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/764_obs-comp-cand-000764_obimd-sub-qupjlwzsf8_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/764_obs-comp-cand-000764_obimd-sub-qupjlwzsf8_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00765,obs-comp-cand-000765,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/765_obs-comp-cand-000765_obimd-sub-deedlyt9l2_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/765_obs-comp-cand-000765_obimd-sub-deedlyt9l2_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00766,obs-comp-cand-000766,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/766_obs-comp-cand-000766_obimd-sub-imnwy7c15d_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/766_obs-comp-cand-000766_obimd-sub-imnwy7c15d_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00767,obs-comp-cand-000767,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/767_obs-comp-cand-000767_obimd-sub-rmhcdsa8k2_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/767_obs-comp-cand-000767_obimd-sub-rmhcdsa8k2_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00768,obs-comp-cand-000768,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/768_obs-comp-cand-000768_obimd-sub-ow05gzmj82_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/768_obs-comp-cand-000768_obimd-sub-ow05gzmj82_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00769,obs-comp-cand-000769,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/769_obs-comp-cand-000769_obimd-sub-lv32d9tz8g_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/769_obs-comp-cand-000769_obimd-sub-lv32d9tz8g_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00770,obs-comp-cand-000770,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/770_obs-comp-cand-000770_obimd-sub-ruzzbnlub4_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/770_obs-comp-cand-000770_obimd-sub-ruzzbnlub4_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00771,obs-comp-cand-000771,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/771_obs-comp-cand-000771_obimd-sub-bh3e3oql61_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/771_obs-comp-cand-000771_obimd-sub-bh3e3oql61_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00772,obs-comp-cand-000772,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/772_obs-comp-cand-000772_obimd-sub-ju36m47psc_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/772_obs-comp-cand-000772_obimd-sub-ju36m47psc_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00773,obs-comp-cand-000773,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/773_obs-comp-cand-000773_obimd-sub-3b0uqjbbv5_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/773_obs-comp-cand-000773_obimd-sub-3b0uqjbbv5_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00774,obs-comp-cand-000774,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/774_obs-comp-cand-000774_obimd-sub-gu3h3yqtk3_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/774_obs-comp-cand-000774_obimd-sub-gu3h3yqtk3_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00775,obs-comp-cand-000775,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/775_obs-comp-cand-000775_obimd-sub-yrxflndwvy_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/775_obs-comp-cand-000775_obimd-sub-yrxflndwvy_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00776,obs-comp-cand-000776,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/776_obs-comp-cand-000776_obimd-sub-sh7a1mn6c0_component-candidate,0,not_found_in_registered_source_package,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/776_obs-comp-cand-000776_obimd-sub-sh7a1mn6c0_component-candidate/18_material-visual-observation.md,missing_image_route_and_boundary_present,not_applicable,licensed_for_repository,needs_human_component_review,follow source route and resolve the missing image question
component-visual-observation-00777,obs-comp-cand-000777,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/777_obs-comp-cand-000777_obimd-sub-q8h6imnxgj_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/777_obs-comp-cand-000777_obimd-sub-q8h6imnxgj_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00778,obs-comp-cand-000778,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/778_obs-comp-cand-000778_obimd-sub-xrunr8ile9_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/778_obs-comp-cand-000778_obimd-sub-xrunr8ile9_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00779,obs-comp-cand-000779,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/779_obs-comp-cand-000779_obimd-sub-tcsq703q9l_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/779_obs-comp-cand-000779_obimd-sub-tcsq703q9l_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00780,obs-comp-cand-000780,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/780_obs-comp-cand-000780_obimd-sub-id3ukdqfpz_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/780_obs-comp-cand-000780_obimd-sub-id3ukdqfpz_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00781,obs-comp-cand-000781,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/781_obs-comp-cand-000781_obimd-sub-llttpz4l8h_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/781_obs-comp-cand-000781_obimd-sub-llttpz4l8h_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00782,obs-comp-cand-000782,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/782_obs-comp-cand-000782_obimd-sub-pom51uh91r_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/782_obs-comp-cand-000782_obimd-sub-pom51uh91r_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00783,obs-comp-cand-000783,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/783_obs-comp-cand-000783_obimd-sub-rlqhtdfgnc_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/783_obs-comp-cand-000783_obimd-sub-rlqhtdfgnc_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00784,obs-comp-cand-000784,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/784_obs-comp-cand-000784_obimd-sub-zsmvdq869o_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/784_obs-comp-cand-000784_obimd-sub-zsmvdq869o_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00785,obs-comp-cand-000785,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/785_obs-comp-cand-000785_obimd-sub-6p9s6p6wyb_component-candidate,24,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/785_obs-comp-cand-000785_obimd-sub-6p9s6p6wyb_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00786,obs-comp-cand-000786,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/786_obs-comp-cand-000786_obimd-sub-9l33hrro5b_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/786_obs-comp-cand-000786_obimd-sub-9l33hrro5b_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00787,obs-comp-cand-000787,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/787_obs-comp-cand-000787_obimd-sub-mipnbqron8_component-candidate,15,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/787_obs-comp-cand-000787_obimd-sub-mipnbqron8_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00788,obs-comp-cand-000788,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/788_obs-comp-cand-000788_obimd-sub-p0jfbeb60l_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/788_obs-comp-cand-000788_obimd-sub-p0jfbeb60l_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00789,obs-comp-cand-000789,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/789_obs-comp-cand-000789_obimd-sub-qp3qwgpicn_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/789_obs-comp-cand-000789_obimd-sub-qp3qwgpicn_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00790,obs-comp-cand-000790,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/790_obs-comp-cand-000790_obimd-sub-72l1rujscv_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/790_obs-comp-cand-000790_obimd-sub-72l1rujscv_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00791,obs-comp-cand-000791,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/791_obs-comp-cand-000791_obimd-sub-sf44z4hefg_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/791_obs-comp-cand-000791_obimd-sub-sf44z4hefg_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00792,obs-comp-cand-000792,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/792_obs-comp-cand-000792_obimd-sub-qiadjct48b_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/792_obs-comp-cand-000792_obimd-sub-qiadjct48b_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00793,obs-comp-cand-000793,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/793_obs-comp-cand-000793_obimd-sub-nxavm65mg3_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/793_obs-comp-cand-000793_obimd-sub-nxavm65mg3_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00794,obs-comp-cand-000794,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/794_obs-comp-cand-000794_obimd-sub-n8gtp0zet1_component-candidate,0,not_found_in_registered_source_package,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/794_obs-comp-cand-000794_obimd-sub-n8gtp0zet1_component-candidate/18_material-visual-observation.md,missing_image_route_and_boundary_present,not_applicable,licensed_for_repository,needs_human_component_review,follow source route and resolve the missing image question
component-visual-observation-00795,obs-comp-cand-000795,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/795_obs-comp-cand-000795_obimd-sub-2tq601zel0_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/795_obs-comp-cand-000795_obimd-sub-2tq601zel0_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00796,obs-comp-cand-000796,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/796_obs-comp-cand-000796_obimd-sub-obbko8nghy_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/796_obs-comp-cand-000796_obimd-sub-obbko8nghy_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
component-visual-observation-00797,obs-comp-cand-000797,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/797_obs-comp-cand-000797_obimd-sub-157oakkjry_component-candidate,1,source_image_extracted,corpus/003_graphemic-components/008_000701-000800_obs-comp-cand-bucket_component-candidates/797_obs-comp-cand-000797_obimd-sub-157oakkjry_component-candidate/18_material-visual-observation.md,pixel_profile_and_boundary_present,present,licensed_for_repository,needs_human_visual_review,open image and add human stroke-level observations
