node_degree_row_id,node_id,total_degree,out_degree,in_degree,outgoing_edge_type_counts,incoming_edge_type_counts,source_ids,graph_files,review_status_counts,generated_from,updated_at
graph-node-degree-018062,hust-obc-src-cat-0589,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018063,hust-obc-src-cat-0590,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018064,hust-obc-src-cat-0591,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018065,hust-obc-src-cat-0592,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018066,hust-obc-src-cat-0593,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018067,hust-obc-src-cat-0594,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018068,hust-obc-src-cat-0595,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018069,hust-obc-src-cat-0596,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018070,hust-obc-src-cat-0597,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018071,hust-obc-src-cat-0598,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018072,hust-obc-src-cat-0599,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018073,hust-obc-src-cat-0600,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018074,hust-obc-src-cat-0601,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018075,hust-obc-src-cat-0602,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018076,hust-obc-src-cat-0603,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018077,hust-obc-src-cat-0604,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018078,hust-obc-src-cat-0605,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018079,hust-obc-src-cat-0606,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018080,hust-obc-src-cat-0607,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018081,hust-obc-src-cat-0608,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018082,hust-obc-src-cat-0609,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018083,hust-obc-src-cat-0610,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018084,hust-obc-src-cat-0611,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018085,hust-obc-src-cat-0612,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018086,hust-obc-src-cat-0613,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018087,hust-obc-src-cat-0614,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018088,hust-obc-src-cat-0615,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018089,hust-obc-src-cat-0616,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018090,hust-obc-src-cat-0617,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018091,hust-obc-src-cat-0618,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018092,hust-obc-src-cat-0619,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018093,hust-obc-src-cat-0620,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018094,hust-obc-src-cat-0621,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018095,hust-obc-src-cat-0622,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018096,hust-obc-src-cat-0623,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018097,hust-obc-src-cat-0624,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018098,hust-obc-src-cat-0625,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018099,hust-obc-src-cat-0626,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018100,hust-obc-src-cat-0627,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018101,hust-obc-src-cat-0628,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018102,hust-obc-src-cat-0629,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018103,hust-obc-src-cat-0630,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018104,hust-obc-src-cat-0631,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018105,hust-obc-src-cat-0632,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018106,hust-obc-src-cat-0633,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018107,hust-obc-src-cat-0634,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018108,hust-obc-src-cat-0635,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018109,hust-obc-src-cat-0636,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018110,hust-obc-src-cat-0637,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018111,hust-obc-src-cat-0638,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018112,hust-obc-src-cat-0639,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018113,hust-obc-src-cat-0640,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018114,hust-obc-src-cat-0641,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018115,hust-obc-src-cat-0642,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018116,hust-obc-src-cat-0643,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018117,hust-obc-src-cat-0644,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018118,hust-obc-src-cat-0645,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018119,hust-obc-src-cat-0646,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018120,hust-obc-src-cat-0647,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018121,hust-obc-src-cat-0648,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018122,hust-obc-src-cat-0649,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018123,hust-obc-src-cat-0650,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018124,hust-obc-src-cat-0651,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018125,hust-obc-src-cat-0652,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018126,hust-obc-src-cat-0653,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018127,hust-obc-src-cat-0654,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018128,hust-obc-src-cat-0655,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018129,hust-obc-src-cat-0656,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018130,hust-obc-src-cat-0657,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018131,hust-obc-src-cat-0658,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018132,hust-obc-src-cat-0659,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018133,hust-obc-src-cat-0660,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018134,hust-obc-src-cat-0661,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018135,hust-obc-src-cat-0662,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018136,hust-obc-src-cat-0663,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018137,hust-obc-src-cat-0664,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018138,hust-obc-src-cat-0665,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018139,hust-obc-src-cat-0666,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018140,hust-obc-src-cat-0667,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018141,hust-obc-src-cat-0668,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018142,hust-obc-src-cat-0669,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018143,hust-obc-src-cat-0670,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018144,hust-obc-src-cat-0671,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018145,hust-obc-src-cat-0672,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018146,hust-obc-src-cat-0673,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018147,hust-obc-src-cat-0674,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
graph-node-degree-018148,hust-obc-src-cat-0675,2,1,1,HAS_HUST_OBC_OCR_LABEL_CANDIDATE:1,HAS_HUST_OBC_SOURCE_CATEGORY:1,src-hust-obc,corpus/008_relationship-graph/005_hust-obc-candidate-graph-edges.jsonl,reviewed:2,relationship_graph_jsonl,2026-06-04
