capture_task_id,route_result_id,review_log_draft_id,codepoint_review_task_id,crosswalk_candidate_id,suggested_oracle_character_id,target_evidence_section,source_route_path,source_record_refs,capturable_field_names,captured_metadata_summary,required_review_actions,evidence_collection_status,capture_status,identity_claim_status,promotion_status,research_boundary,caution,updated_at
codepoint-evidence-capture-030,codepoint-crosswalk-route-result-010,codepoint-crosswalk-review-log-draft-010,codepoint-crosswalk-review-010,hust-obimd-evobc-xwalk-000791,obs-char-000791,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-010;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-031,codepoint-crosswalk-route-result-011,codepoint-crosswalk-review-log-draft-011,codepoint-crosswalk-review-011,hust-obimd-evobc-xwalk-000852,obs-char-000852,candidate_packet,corpus/001_oracle-characters/009_000801-000900_obs-char-bucket_oracle-characters/852_obs-char-000852_hust-obc-cat-0961_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000852;obs-cand-000852;851;obimd-main-cand-001869;evobc-evo-cat-00086,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-011;hust_candidate_packet_id=hust-obc-candidate-packet-000852;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-001869;obimd_codepoint_uplus=U+37B7;evobc_candidate_evolution_category_id=evobc-evo-cat-00086;evobc_source_character_codepoints=U+37B7;evobc_image_reference_count=51,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-032,codepoint-crosswalk-route-result-011,codepoint-crosswalk-review-log-draft-011,codepoint-crosswalk-review-011,hust-obimd-evobc-xwalk-000852,obs-char-000852,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-011;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-033,codepoint-crosswalk-route-result-011,codepoint-crosswalk-review-log-draft-011,codepoint-crosswalk-review-011,hust-obimd-evobc-xwalk-000852,obs-char-000852,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-011;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-034,codepoint-crosswalk-route-result-012,codepoint-crosswalk-review-log-draft-012,codepoint-crosswalk-review-012,hust-obimd-evobc-xwalk-000963,obs-char-000963,candidate_packet,corpus/001_oracle-characters/010_000901-001000_obs-char-bucket_oracle-characters/963_obs-char-000963_hust-obc-cat-1083_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-000963;obs-cand-000963;962;obimd-main-cand-002775;evobc-evo-cat-00090,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-012;hust_candidate_packet_id=hust-obc-candidate-packet-000963;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002775;obimd_codepoint_uplus=U+3831;evobc_candidate_evolution_category_id=evobc-evo-cat-00090;evobc_source_character_codepoints=U+3831;evobc_image_reference_count=99,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-035,codepoint-crosswalk-route-result-012,codepoint-crosswalk-review-log-draft-012,codepoint-crosswalk-review-012,hust-obimd-evobc-xwalk-000963,obs-char-000963,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-012;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-036,codepoint-crosswalk-route-result-012,codepoint-crosswalk-review-log-draft-012,codepoint-crosswalk-review-012,hust-obimd-evobc-xwalk-000963,obs-char-000963,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-012;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-037,codepoint-crosswalk-route-result-013,codepoint-crosswalk-review-log-draft-013,codepoint-crosswalk-review-013,hust-obimd-evobc-xwalk-001037,obs-char-001037,candidate_packet,corpus/001_oracle-characters/011_001001-001100_obs-char-bucket_oracle-characters/1037_obs-char-001037_hust-obc-cat-1162_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-001037;obs-cand-001037;1036;obimd-main-cand-002325;evobc-evo-cat-00097,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-013;hust_candidate_packet_id=hust-obc-candidate-packet-001037;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002325;obimd_codepoint_uplus=U+3880;evobc_candidate_evolution_category_id=evobc-evo-cat-00097;evobc_source_character_codepoints=U+3880;evobc_image_reference_count=22,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-038,codepoint-crosswalk-route-result-013,codepoint-crosswalk-review-log-draft-013,codepoint-crosswalk-review-013,hust-obimd-evobc-xwalk-001037,obs-char-001037,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-013;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-039,codepoint-crosswalk-route-result-013,codepoint-crosswalk-review-log-draft-013,codepoint-crosswalk-review-013,hust-obimd-evobc-xwalk-001037,obs-char-001037,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-013;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-040,codepoint-crosswalk-route-result-014,codepoint-crosswalk-review-log-draft-014,codepoint-crosswalk-review-014,hust-obimd-evobc-xwalk-001120,obs-char-001120,candidate_packet,corpus/001_oracle-characters/012_001101-001200_obs-char-bucket_oracle-characters/1120_obs-char-001120_hust-obc-cat-1251_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-001120;obs-cand-001120;1119;obimd-main-cand-002637;evobc-evo-cat-00107,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-014;hust_candidate_packet_id=hust-obc-candidate-packet-001120;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002637;obimd_codepoint_uplus=U+38D9;evobc_candidate_evolution_category_id=evobc-evo-cat-00107;evobc_source_character_codepoints=U+38D9;evobc_image_reference_count=5,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-041,codepoint-crosswalk-route-result-014,codepoint-crosswalk-review-log-draft-014,codepoint-crosswalk-review-014,hust-obimd-evobc-xwalk-001120,obs-char-001120,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-014;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-042,codepoint-crosswalk-route-result-014,codepoint-crosswalk-review-log-draft-014,codepoint-crosswalk-review-014,hust-obimd-evobc-xwalk-001120,obs-char-001120,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-014;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-043,codepoint-crosswalk-route-result-015,codepoint-crosswalk-review-log-draft-015,codepoint-crosswalk-review-015,hust-obimd-evobc-xwalk-001550,obs-char-001550,candidate_packet,corpus/001_oracle-characters/016_001501-001600_obs-char-bucket_oracle-characters/1550_obs-char-001550_hust-obc-cat-1741_oracle-character/01_candidate-character-packet.json,hust-obc-candidate-packet-001550;obs-cand-001550;1549;obimd-main-cand-002692;evobc-evo-cat-00154,hust_candidate_packet_id;hust_candidate_class_id;hust_validation_class_id;hust_source_category_id_padded;hust_dataset_label_status;hust_dataset_label_codepoints;hust_packet_status;hust_packet_review_status;hust_packet_rights_status;obimd_candidate_main_character_id;obimd_codepoint_uplus;evobc_candidate_evolution_category_id;evobc_source_character_codepoints;evobc_image_reference_count,route_result_id=codepoint-crosswalk-route-result-015;hust_candidate_packet_id=hust-obc-candidate-packet-001550;hust_packet_status=candidate_packet_created_from_source_marked_staging;hust_packet_review_status=needs_cross_source_review;hust_packet_rights_status=source_marked_risk_noted;obimd_candidate_main_character_id=obimd-main-cand-002692;obimd_codepoint_uplus=U+3AC3;evobc_candidate_evolution_category_id=evobc-evo-cat-00154;evobc_source_character_codepoints=U+3AC3;evobc_image_reference_count=76,open_hust_candidate_packet;verify_hust_obimd_evobc_staging_refs;record_metadata_only_no_identity_or_decipherment_claim,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-044,codepoint-crosswalk-route-result-015,codepoint-crosswalk-review-log-draft-015,codepoint-crosswalk-review-015,hust-obimd-evobc-xwalk-001550,obs-char-001550,source_register,corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv,src-hust-obc;src-obimd;src-evobc,source_register_required_source_ids;source_register_match_count;source_register_rights_statuses;source_register_review_statuses;source_register_review_status,route_result_id=codepoint-crosswalk-route-result-015;source_register_required_source_ids=src-hust-obc;src-obimd;src-evobc;source_register_match_count=3;source_register_rights_statuses=src-hust-obc=source_marked_risk_noted;src-obimd=licensed_for_repository;src-evobc=source_marked_risk_noted;source_register_review_statuses=src-hust-obc=reviewed;src-obimd=reviewed;src-evobc=reviewed;source_register_review_status=reviewed_required_sources_registered,open_source_register;verify_required_source_rows;record_rights_status_and_risk_note_before_evidence_capture,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
codepoint-evidence-capture-045,codepoint-crosswalk-route-result-015,codepoint-crosswalk-review-log-draft-015,codepoint-crosswalk-review-015,hust-obimd-evobc-xwalk-001550,obs-char-001550,download_log,project_registry/006_large-source-register/002_source-download-log.csv,dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json,download_ids_required;download_log_match_count;download_total_file_size_bytes;download_checksum_present_count;download_statuses;download_log_review_status,route_result_id=codepoint-crosswalk-route-result-015;download_ids_required=dl-hust-obc-validation-label;dl-hust-obc-ocr-id-to-chinese;dl-obimd-main-character-json;dl-evobc-key-value-json;dl-evobc-list-json;download_log_match_count=5;download_total_file_size_bytes=25488968;download_checksum_present_count=5;download_statuses=dl-hust-obc-validation-label=downloaded;dl-hust-obc-ocr-id-to-chinese=downloaded;dl-obimd-main-character-json=downloaded;dl-evobc-key-value-json=downloaded;dl-evobc-list-json=downloaded;download_log_review_status=reviewed_required_download_logs_registered,open_download_log;verify_download_ids_size_checksum_and_status;do_not_infer_rights_or_identity_from_download_availability,not_collected,not_started,no_identity_claim,not_promoted,codepoint_crosswalk_evidence_capture_scaffold_not_scholarship,"This row is an evidence-capture scaffold derived from metadata-only route results. It identifies which local route record to open next, but it is not collected source evidence, not a confirmed oracle-character identity, not an accepted reading, not a component assignment, not an evolution-chain assignment, and not a decipherment conclusion.",2026-06-10
