source_row_id,candidate_inscription_crosswalk_id,yingguo_ref_id,period_label,original_group_number,source_section_key,source_section_label_en,source_section_label_zh,declared_count,observed_section_row_count,count_reconciliation_status,source_note
189,cam-hopkins-crosswalk-000189,y1152,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
190,cam-hopkins-crosswalk-000190,y1160,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
191,cam-hopkins-crosswalk-000191,y1164,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,not in Chalfant
192,cam-hopkins-crosswalk-000192,y1167,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
193,cam-hopkins-crosswalk-000193,y1170,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
194,cam-hopkins-crosswalk-000194,y1172,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
195,cam-hopkins-crosswalk-000195,y1173,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
196,cam-hopkins-crosswalk-000196,y1175,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
197,cam-hopkins-crosswalk-000197,y1177,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
198,cam-hopkins-crosswalk-000198,y1178,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
199,cam-hopkins-crosswalk-000199,y1179,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
200,cam-hopkins-crosswalk-000200,y1180,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
201,cam-hopkins-crosswalk-000201,y1181,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
202,cam-hopkins-crosswalk-000202,y1187,I,16,period-i-group-16,Period I Group 16,第 I 期第 16 组,18,18,declared_count_matches_observed_rows,
203,cam-hopkins-crosswalk-000203,y1194,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
204,cam-hopkins-crosswalk-000204,y1197,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
205,cam-hopkins-crosswalk-000205,y1198,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
206,cam-hopkins-crosswalk-000206,y1204,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
207,cam-hopkins-crosswalk-000207,y1209,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
208,cam-hopkins-crosswalk-000208,y1211,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
209,cam-hopkins-crosswalk-000209,y1228,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
210,cam-hopkins-crosswalk-000210,y1235,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
211,cam-hopkins-crosswalk-000211,y1239,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
212,cam-hopkins-crosswalk-000212,y1241,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
213,cam-hopkins-crosswalk-000213,y1245,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
214,cam-hopkins-crosswalk-000214,y1249,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
215,cam-hopkins-crosswalk-000215,y1254,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
216,cam-hopkins-crosswalk-000216,y1256,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
217,cam-hopkins-crosswalk-000217,y1276,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,no reverse in H; matches J5468 (ibid.)
218,cam-hopkins-crosswalk-000218,y1282,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
219,cam-hopkins-crosswalk-000219,y1288,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
220,cam-hopkins-crosswalk-000220,y1289,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
221,cam-hopkins-crosswalk-000221,y1293,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
222,cam-hopkins-crosswalk-000222,y1300,I,17,period-i-group-17,Period I Group 17,第 I 期第 17 组,20,20,declared_count_matches_observed_rows,
223,cam-hopkins-crosswalk-000223,y1305,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
224,cam-hopkins-crosswalk-000224,y1309,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
225,cam-hopkins-crosswalk-000225,y1313,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
226,cam-hopkins-crosswalk-000226,y1314,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
227,cam-hopkins-crosswalk-000227,y1323,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
228,cam-hopkins-crosswalk-000228,y1327,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
229,cam-hopkins-crosswalk-000229,y1357,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
230,cam-hopkins-crosswalk-000230,y1369,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
231,cam-hopkins-crosswalk-000231,y1380,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
232,cam-hopkins-crosswalk-000232,y1406,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
233,cam-hopkins-crosswalk-000233,y1408,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
234,cam-hopkins-crosswalk-000234,y1448,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
235,cam-hopkins-crosswalk-000235,y1460,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
236,cam-hopkins-crosswalk-000236,y1482,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,c192
237,cam-hopkins-crosswalk-000237,y1494,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,no reverse in H
238,cam-hopkins-crosswalk-000238,y1495,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
239,cam-hopkins-crosswalk-000239,y1499,I,18,period-i-group-18,Period I Group 18,第 I 期第 18 组,17,17,declared_count_matches_observed_rows,
240,cam-hopkins-crosswalk-000240,y1553,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
241,cam-hopkins-crosswalk-000241,y1564,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
242,cam-hopkins-crosswalk-000242,y1581,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
243,cam-hopkins-crosswalk-000243,y1589,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
244,cam-hopkins-crosswalk-000244,y1590,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,no reverse in H
245,cam-hopkins-crosswalk-000245,y1591,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
246,cam-hopkins-crosswalk-000246,y1593,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
247,cam-hopkins-crosswalk-000247,y1594,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
248,cam-hopkins-crosswalk-000248,y1595,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
249,cam-hopkins-crosswalk-000249,y1596,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
250,cam-hopkins-crosswalk-000250,y1599,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
251,cam-hopkins-crosswalk-000251,y1609,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
252,cam-hopkins-crosswalk-000252,y1616,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
253,cam-hopkins-crosswalk-000253,y1637,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
254,cam-hopkins-crosswalk-000254,y1651,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
255,cam-hopkins-crosswalk-000255,y1673,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
256,cam-hopkins-crosswalk-000256,y1707,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
257,cam-hopkins-crosswalk-000257,y1715,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
258,cam-hopkins-crosswalk-000258,y1738,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
259,cam-hopkins-crosswalk-000259,y1751,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,no CUL No. assigned
260,cam-hopkins-crosswalk-000260,y1752,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
261,cam-hopkins-crosswalk-000261,y1756,I,19,period-i-group-19,Period I Group 19,第 I 期第 19 组,13,22,declared_count_differs_from_observed_rows,
262,cam-hopkins-crosswalk-000262,y1757,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
263,cam-hopkins-crosswalk-000263,y1765,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
264,cam-hopkins-crosswalk-000264,y1767,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
265,cam-hopkins-crosswalk-000265,y1770,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
266,cam-hopkins-crosswalk-000266,y1777,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
267,cam-hopkins-crosswalk-000267,y1779,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
268,cam-hopkins-crosswalk-000268,y1800,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
269,cam-hopkins-crosswalk-000269,y1809,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
270,cam-hopkins-crosswalk-000270,y1813,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,matches Couling-Chalfant 1556+1844 (see p.359)
271,cam-hopkins-crosswalk-000271,y1822,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
272,cam-hopkins-crosswalk-000272,y1823,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
273,cam-hopkins-crosswalk-000273,y1826,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
274,cam-hopkins-crosswalk-000274,y1841,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
275,cam-hopkins-crosswalk-000275,y1842,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
276,cam-hopkins-crosswalk-000276,y1844,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
277,cam-hopkins-crosswalk-000277,y1846,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
278,cam-hopkins-crosswalk-000278,y1857,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
279,cam-hopkins-crosswalk-000279,y1864,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
280,cam-hopkins-crosswalk-000280,y1867,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
281,cam-hopkins-crosswalk-000281,y1887,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
282,cam-hopkins-crosswalk-000282,y1890,I,19,period-I-shih-tsu,Shih tsu,祖先子组（原页标签）,21,21,declared_count_matches_observed_rows,
283,cam-hopkins-crosswalk-000283,y1896,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
284,cam-hopkins-crosswalk-000284,y1901,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
285,cam-hopkins-crosswalk-000285,y1903,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
286,cam-hopkins-crosswalk-000286,y1912,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
287,cam-hopkins-crosswalk-000287,y1913,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
288,cam-hopkins-crosswalk-000288,y1914,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
289,cam-hopkins-crosswalk-000289,y1915,I,19,period-I-tzu-tsu,Tzu tsu,子祖（原页标签）,7,7,declared_count_matches_observed_rows,
290,cam-hopkins-crosswalk-000290,y1916,I,19,period-I-wu-tsu,Wu tsu,午祖（原页标签）,2,2,declared_count_matches_observed_rows,
291,cam-hopkins-crosswalk-000291,y1920,I,19,period-I-wu-tsu,Wu tsu,午祖（原页标签）,2,2,declared_count_matches_observed_rows,
292,cam-hopkins-crosswalk-000292,y1923,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
293,cam-hopkins-crosswalk-000293,y1924,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
294,cam-hopkins-crosswalk-000294,y1925,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
295,cam-hopkins-crosswalk-000295,y1926,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
296,cam-hopkins-crosswalk-000296,y1928,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,matched after Chia ku chui ho hsin pien pu | h34 j40932
297,cam-hopkins-crosswalk-000297,y1931,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
298,cam-hopkins-crosswalk-000298,y1932,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
299,cam-hopkins-crosswalk-000299,y1933,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
300,cam-hopkins-crosswalk-000300,y1937,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
301,cam-hopkins-crosswalk-000301,y1940,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
302,cam-hopkins-crosswalk-000302,y1945,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
303,cam-hopkins-crosswalk-000303,y1947,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
304,cam-hopkins-crosswalk-000304,y1951,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
305,cam-hopkins-crosswalk-000305,y1953,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
306,cam-hopkins-crosswalk-000306,y1954,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
307,cam-hopkins-crosswalk-000307,y1957,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
308,cam-hopkins-crosswalk-000308,y1958,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
309,cam-hopkins-crosswalk-000309,y1961,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
310,cam-hopkins-crosswalk-000310,y1964,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
311,cam-hopkins-crosswalk-000311,y1965,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
312,cam-hopkins-crosswalk-000312,y1966,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
313,cam-hopkins-crosswalk-000313,y1967,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
314,cam-hopkins-crosswalk-000314,y1969,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
315,cam-hopkins-crosswalk-000315,y1970,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
316,cam-hopkins-crosswalk-000316,y1971,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
317,cam-hopkins-crosswalk-000317,y1972,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
318,cam-hopkins-crosswalk-000318,y1974,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
319,cam-hopkins-crosswalk-000319,y1976,II,1,period-ii-group-1,Period II Group 1,第 II 期第 1 组,29,28,declared_count_differs_from_observed_rows,
320,cam-hopkins-crosswalk-000320,y1978,II,2,period-ii-group-2,Period II Group 2,第 II 期第 2 组,1,1,declared_count_matches_observed_rows,
321,cam-hopkins-crosswalk-000321,y1988,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
322,cam-hopkins-crosswalk-000322,y1993,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
323,cam-hopkins-crosswalk-000323,y1994,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
324,cam-hopkins-crosswalk-000324,y1997,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
325,cam-hopkins-crosswalk-000325,y1998,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
326,cam-hopkins-crosswalk-000326,y1999,II,3,period-ii-group-3,Period II Group 3,第 II 期第 3 组,6,6,declared_count_matches_observed_rows,
327,cam-hopkins-crosswalk-000327,y2001,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
328,cam-hopkins-crosswalk-000328,y2002,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
329,cam-hopkins-crosswalk-000329,y2003,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
330,cam-hopkins-crosswalk-000330,y2004,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
331,cam-hopkins-crosswalk-000331,y2005,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
332,cam-hopkins-crosswalk-000332,y2006,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
333,cam-hopkins-crosswalk-000333,y2007,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
334,cam-hopkins-crosswalk-000334,y2008,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
335,cam-hopkins-crosswalk-000335,y2009,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
336,cam-hopkins-crosswalk-000336,y2010,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
337,cam-hopkins-crosswalk-000337,y2011,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
338,cam-hopkins-crosswalk-000338,y2012,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
339,cam-hopkins-crosswalk-000339,y2013,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
340,cam-hopkins-crosswalk-000340,y2014,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
341,cam-hopkins-crosswalk-000341,y2016,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
342,cam-hopkins-crosswalk-000342,y2020,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
343,cam-hopkins-crosswalk-000343,y2021,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
344,cam-hopkins-crosswalk-000344,y2022,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
345,cam-hopkins-crosswalk-000345,y2023,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
346,cam-hopkins-crosswalk-000346,y2024,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
347,cam-hopkins-crosswalk-000347,y2025,II,4,period-ii-group-4,Period II Group 4,第 II 期第 4 组,16,21,declared_count_differs_from_observed_rows,
348,cam-hopkins-crosswalk-000348,y2034,II,6,period-ii-group-6,Period II Group 6,第 II 期第 6 组,3,3,declared_count_matches_observed_rows,
349,cam-hopkins-crosswalk-000349,y2037,II,6,period-ii-group-6,Period II Group 6,第 II 期第 6 组,3,3,declared_count_matches_observed_rows,
350,cam-hopkins-crosswalk-000350,y2038,II,6,period-ii-group-6,Period II Group 6,第 II 期第 6 组,3,3,declared_count_matches_observed_rows,
351,cam-hopkins-crosswalk-000351,y2041,II,10,period-ii-group-10,Period II Group 10,第 II 期第 10 组,4,4,declared_count_matches_observed_rows,
352,cam-hopkins-crosswalk-000352,y2042,II,10,period-ii-group-10,Period II Group 10,第 II 期第 10 组,4,4,declared_count_matches_observed_rows,
353,cam-hopkins-crosswalk-000353,y2043,II,10,period-ii-group-10,Period II Group 10,第 II 期第 10 组,4,4,declared_count_matches_observed_rows,
354,cam-hopkins-crosswalk-000354,y2045,II,10,period-ii-group-10,Period II Group 10,第 II 期第 10 组,4,4,declared_count_matches_observed_rows,
355,cam-hopkins-crosswalk-000355,y2047,II,11,period-ii-group-11,Period II Group 11,第 II 期第 11 组,3,3,declared_count_matches_observed_rows,
356,cam-hopkins-crosswalk-000356,y2048,II,11,period-ii-group-11,Period II Group 11,第 II 期第 11 组,3,3,declared_count_matches_observed_rows,
357,cam-hopkins-crosswalk-000357,y2049,II,11,period-ii-group-11,Period II Group 11,第 II 期第 11 组,3,3,declared_count_matches_observed_rows,
358,cam-hopkins-crosswalk-000358,y2051,II,12,period-ii-group-12,Period II Group 12,第 II 期第 12 组,2,2,declared_count_matches_observed_rows,
359,cam-hopkins-crosswalk-000359,y2057,II,12,period-ii-group-12,Period II Group 12,第 II 期第 12 组,2,2,declared_count_matches_observed_rows,
360,cam-hopkins-crosswalk-000360,y2062,II,13,period-ii-group-13,Period II Group 13,第 II 期第 13 组,2,2,declared_count_matches_observed_rows,
361,cam-hopkins-crosswalk-000361,y2066,II,13,period-ii-group-13,Period II Group 13,第 II 期第 13 组,2,2,declared_count_matches_observed_rows,
362,cam-hopkins-crosswalk-000362,y2081,II,14,period-ii-group-14,Period II Group 14,第 II 期第 14 组,2,2,declared_count_matches_observed_rows,
363,cam-hopkins-crosswalk-000363,y2082,II,14,period-ii-group-14,Period II Group 14,第 II 期第 14 组,2,2,declared_count_matches_observed_rows,
364,cam-hopkins-crosswalk-000364,y2085,II,15,period-ii-group-15,Period II Group 15,第 II 期第 15 组,1,1,declared_count_matches_observed_rows,
365,cam-hopkins-crosswalk-000365,y2088,II,16,period-ii-group-16,Period II Group 16,第 II 期第 16 组,2,2,declared_count_matches_observed_rows,
366,cam-hopkins-crosswalk-000366,y2089,II,16,period-ii-group-16,Period II Group 16,第 II 期第 16 组,2,2,declared_count_matches_observed_rows,
367,cam-hopkins-crosswalk-000367,y2090,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
368,cam-hopkins-crosswalk-000368,y2092,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
369,cam-hopkins-crosswalk-000369,y2106,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
370,cam-hopkins-crosswalk-000370,y2109,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
371,cam-hopkins-crosswalk-000371,y2110,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
372,cam-hopkins-crosswalk-000372,y2112,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
